status,aspect,sentiment,compound
Depression,therapy,positive,0.9135
Suicidal,hopelessness,negative,-0.7311
Suicidal,self_harm,negative,-0.2316
Depression,sleep,negative,-0.9976
Depression,social_support,negative,-0.9976
Depression,self_harm,negative,-0.9976
Depression,hopelessness,negative,-0.9976
Suicidal,medication,negative,-0.9933
Suicidal,therapy,negative,-0.9933
Suicidal,self_harm,negative,-0.9223
Suicidal,hopelessness,negative,-0.9223
Suicidal,sleep,negative,-0.4612
Suicidal,appetite,negative,-0.4612
Suicidal,hopelessness,negative,-0.4612
Depression,sleep,negative,-0.8617
Suicidal,sleep,negative,-0.9917
Suicidal,appetite,negative,-0.9917
Suicidal,concentration,negative,-0.9917
Suicidal,social_support,negative,-0.9917
Suicidal,medication,negative,-0.9917
Suicidal,therapy,negative,-0.9917
Suicidal,self_harm,negative,-0.9917
Suicidal,hopelessness,negative,-0.9917
Depression,social_support,negative,-0.9975
Suicidal,social_support,positive,0.7775
Depression,concentration,negative,-0.9758
Depression,social_support,negative,-0.9758
Depression,hopelessness,negative,-0.9758
Depression,hopelessness,negative,-0.4263
Depression,concentration,negative,-0.3913
Depression,medication,negative,-0.3913
Depression,hopelessness,negative,-0.3913
Depression,motivation,negative,-0.7679
Depression,social_support,negative,-0.7679
Depression,therapy,negative,-0.7679
Depression,hopelessness,negative,-0.7679
Suicidal,sleep,negative,-0.3489
Suicidal,motivation,negative,-0.3489
Suicidal,hopelessness,negative,-0.3489
Suicidal,concentration,negative,-0.8638
Suicidal,social_support,negative,-0.8638
Depression,social_support,negative,-0.8891
Depression,self_harm,negative,-0.8891
Depression,therapy,negative,-0.7992
Depression,energy,positive,0.9767
Depression,social_support,positive,0.9767
Depression,hopelessness,positive,0.9767
Depression,social_support,negative,-0.7478
Depression,appetite,negative,-0.8369
Depression,social_support,negative,-0.8369
Depression,self_harm,negative,-0.8369
Depression,hopelessness,negative,-0.8369
Suicidal,sleep,negative,-0.9175
Suicidal,energy,negative,-0.9175
Suicidal,social_support,negative,-0.9175
Depression,social_support,negative,-0.9804
Suicidal,social_support,negative,-0.998
Suicidal,therapy,negative,-0.998
Suicidal,self_harm,negative,-0.998
Suicidal,hopelessness,negative,-0.998
Depression,energy,negative,-0.9997
Depression,concentration,negative,-0.9997
Depression,social_support,negative,-0.9997
Depression,medication,negative,-0.9997
Depression,self_harm,negative,-0.9997
Depression,hopelessness,negative,-0.9997
Depression,social_support,positive,0.9615
Suicidal,appetite,negative,-0.9763
Suicidal,concentration,negative,-0.9763
Suicidal,social_support,negative,-0.9763
Suicidal,therapy,negative,-0.9763
Suicidal,hopelessness,negative,-0.9763
Depression,social_support,positive,0.9722
Depression,hopelessness,positive,0.9722
Suicidal,medication,positive,0.3662
Suicidal,self_harm,positive,0.3662
Suicidal,social_support,positive,0.1625
Suicidal,self_harm,positive,0.1625
Suicidal,hopelessness,positive,0.1625
Depression,sleep,negative,-0.8608
Depression,appetite,negative,-0.8608
Depression,social_support,negative,-0.8608
Depression,sleep,negative,-0.9143
Depression,energy,negative,-0.9143
Depression,appetite,negative,-0.9143
Depression,social_support,negative,-0.9143
Depression,self_harm,negative,-0.9143
Suicidal,social_support,negative,-0.8684
Suicidal,hopelessness,negative,-0.8684
Suicidal,sleep,negative,-0.971
Suicidal,appetite,negative,-0.971
Suicidal,social_support,negative,-0.971
Suicidal,medication,negative,-0.971
Suicidal,hopelessness,negative,-0.971
Depression,hopelessness,positive,0.1082
Depression,appetite,negative,-0.9756
Depression,hopelessness,negative,-0.9756
Suicidal,hopelessness,positive,0.15
Depression,concentration,negative,-0.9465
Depression,social_support,negative,-0.9465
Depression,hopelessness,negative,-0.9465
Depression,sleep,negative,-0.9258
Depression,social_support,negative,-0.9258
Depression,self_harm,negative,-0.9258
Depression,social_support,negative,-0.7964
Depression,hopelessness,negative,-0.7964
Depression,sleep,negative,-0.9991
Depression,energy,negative,-0.9991
Depression,appetite,negative,-0.9991
Depression,social_support,negative,-0.9991
Depression,therapy,negative,-0.9991
Depression,hopelessness,negative,-0.9991
Suicidal,hopelessness,negative,-0.7705
Suicidal,sleep,negative,-0.9351
Suicidal,self_harm,negative,-0.9351
Suicidal,hopelessness,negative,-0.9351
Depression,sleep,positive,0.4149
Depression,energy,positive,0.4149
Depression,social_support,positive,0.4149
Depression,hopelessness,positive,0.4149
Suicidal,therapy,positive,0.6788
Suicidal,self_harm,positive,0.6788
Suicidal,hopelessness,positive,0.6788
Suicidal,hopelessness,positive,0.9489
Depression,sleep,negative,-0.1687
Depression,social_support,negative,-0.1687
Depression,medication,negative,-0.1687
Depression,self_harm,negative,-0.1687
Depression,hopelessness,positive,0.0516
Depression,motivation,negative,-0.9801
Depression,social_support,negative,-0.9801
Depression,hopelessness,negative,-0.9801
Suicidal,self_harm,negative,-0.8979
Depression,social_support,positive,0.9081
Depression,social_support,positive,0.9468
Depression,social_support,negative,-0.9996
Depression,medication,negative,-0.9996
Depression,hopelessness,negative,-0.9996
Depression,hopelessness,negative,-0.4114
Depression,social_support,positive,0.7329
Depression,hopelessness,positive,0.7329
Suicidal,self_harm,negative,-0.9844
Suicidal,hopelessness,negative,-0.9844
Depression,motivation,positive,0.5267
Depression,hopelessness,positive,0.5267
Depression,sleep,negative,-0.9183
Depression,concentration,negative,-0.9183
Depression,social_support,negative,-0.9183
Depression,hopelessness,negative,-0.9183
Suicidal,medication,negative,-0.9681
Suicidal,social_support,positive,0.1531
Suicidal,self_harm,positive,0.1531
Depression,therapy,positive,0.7783
Depression,hopelessness,positive,0.7783
Depression,sleep,negative,-0.8138
Depression,medication,negative,-0.8138
Depression,therapy,negative,-0.8138
Depression,self_harm,negative,-0.8138
Suicidal,sleep,negative,-0.9894
Suicidal,concentration,negative,-0.9894
Suicidal,social_support,negative,-0.9894
Suicidal,medication,negative,-0.9894
Suicidal,therapy,negative,-0.9894
Suicidal,hopelessness,negative,-0.9894
Depression,hopelessness,negative,-0.9176
Suicidal,concentration,negative,-0.9713
Suicidal,social_support,negative,-0.9713
Suicidal,hopelessness,negative,-0.9713
Depression,sleep,negative,-0.9243
Depression,social_support,negative,-0.9243
Depression,medication,negative,-0.9243
Depression,therapy,negative,-0.9243
Depression,hopelessness,negative,-0.9243
Depression,medication,negative,-0.8074
Depression,hopelessness,negative,-0.8074
Suicidal,self_harm,negative,-0.6497
Depression,social_support,negative,-0.9877
Depression,self_harm,negative,-0.9877
Depression,hopelessness,negative,-0.9877
Suicidal,sleep,positive,0.0644
Suicidal,concentration,positive,0.0644
Suicidal,hopelessness,positive,0.0644
Depression,therapy,negative,-0.9929
Suicidal,self_harm,negative,-0.8338
Depression,social_support,positive,0.6542
Suicidal,self_harm,negative,-0.5719
Suicidal,self_harm,negative,-0.9095
Suicidal,concentration,negative,-0.7895
Suicidal,self_harm,negative,-0.7895
Depression,sleep,negative,-0.9119
Depression,hopelessness,negative,-0.9119
Depression,sleep,negative,-0.9758
Depression,concentration,negative,-0.9758
Depression,self_harm,negative,-0.9758
Depression,hopelessness,negative,-0.4019
Suicidal,sleep,negative,-0.9764
Suicidal,social_support,negative,-0.9764
Suicidal,hopelessness,negative,-0.9764
Depression,sleep,negative,-0.6732
Depression,motivation,negative,-0.6732
Depression,social_support,negative,-0.6732
Depression,hopelessness,negative,-0.6732
Suicidal,sleep,negative,-0.9807
Suicidal,social_support,negative,-0.9807
Suicidal,self_harm,negative,-0.2007
Suicidal,energy,negative,-0.8684
Suicidal,hopelessness,negative,-0.8684
Depression,therapy,positive,0.9347
Depression,social_support,negative,-0.9957
Depression,therapy,negative,-0.9957
Depression,self_harm,negative,-0.9957
Depression,hopelessness,negative,-0.9957
Depression,hopelessness,negative,-0.9894
Depression,motivation,positive,0.9381
Depression,appetite,positive,0.9381
Depression,concentration,positive,0.9381
Depression,social_support,positive,0.9381
Depression,sleep,negative,-0.9645
Depression,appetite,negative,-0.9645
Depression,social_support,negative,-0.9645
Depression,hopelessness,negative,-0.9645
Suicidal,social_support,negative,-0.9854
Suicidal,self_harm,negative,-0.9854
Suicidal,hopelessness,negative,-0.9854
Depression,sleep,negative,-0.9038
Depression,social_support,negative,-0.9038
Depression,sleep,negative,-0.9163
Depression,energy,negative,-0.9163
Depression,social_support,positive,0.7621
Depression,hopelessness,positive,0.7621
Depression,motivation,positive,0.987
Depression,social_support,positive,0.987
Depression,hopelessness,positive,0.987
Suicidal,social_support,negative,-0.9815
Suicidal,medication,negative,-0.9815
Suicidal,therapy,negative,-0.9815
Suicidal,hopelessness,negative,-0.9815
Depression,social_support,negative,-0.3855
Depression,hopelessness,negative,-0.3855
Depression,sleep,negative,-0.9878
Depression,energy,negative,-0.9878
Depression,social_support,negative,-0.9878
Depression,hopelessness,negative,-0.9878
Depression,self_harm,negative,-0.7394
Depression,hopelessness,negative,-0.7394
Depression,social_support,positive,0.9829
Depression,hopelessness,positive,0.9829
Suicidal,concentration,positive,0.1779
Suicidal,hopelessness,positive,0.1779
Depression,sleep,negative,-0.9623
Depression,social_support,negative,-0.9623
Depression,hopelessness,negative,-0.9623
Depression,concentration,negative,-0.9559
Depression,hopelessness,negative,-0.9559
Suicidal,sleep,negative,-0.9541
Suicidal,social_support,negative,-0.9541
Suicidal,therapy,negative,-0.9541
Suicidal,self_harm,negative,-0.9541
Suicidal,hopelessness,negative,-0.9541
Depression,social_support,positive,0.767
Suicidal,medication,negative,-0.827
Suicidal,therapy,negative,-0.827
Suicidal,self_harm,negative,-0.827
Suicidal,hopelessness,negative,-0.827
Suicidal,self_harm,negative,-0.7102
Depression,motivation,negative,-0.5572
Depression,social_support,negative,-0.5572
Depression,hopelessness,negative,-0.5572
Depression,sleep,negative,-0.9908
Depression,energy,negative,-0.9908
Depression,social_support,negative,-0.9908
Depression,hopelessness,negative,-0.9908
Depression,hopelessness,positive,0.8402
Depression,social_support,negative,-0.9093
Suicidal,social_support,negative,-0.959
Suicidal,medication,negative,-0.959
Suicidal,self_harm,negative,-0.959
Suicidal,sleep,negative,-0.9952
Suicidal,energy,negative,-0.9952
Suicidal,social_support,negative,-0.9952
Suicidal,hopelessness,negative,-0.9952
Depression,self_harm,negative,-0.9442
Suicidal,social_support,negative,-0.9106
Suicidal,therapy,negative,-0.9106
Suicidal,self_harm,negative,-0.9106
Depression,social_support,negative,-0.9626
Suicidal,sleep,negative,-0.9939
Suicidal,self_harm,negative,-0.9776
Suicidal,self_harm,negative,-0.997
Depression,appetite,negative,-0.8983
Depression,concentration,negative,-0.8983
Depression,social_support,negative,-0.8983
Depression,hopelessness,negative,-0.8983
Suicidal,sleep,negative,-0.964
Suicidal,social_support,negative,-0.964
Suicidal,self_harm,negative,-0.964
Suicidal,hopelessness,negative,-0.964
Depression,social_support,negative,-0.9901
Depression,therapy,negative,-0.9901
Depression,hopelessness,negative,-0.9901
Depression,self_harm,negative,-0.8356
Suicidal,appetite,positive,0.3564
Suicidal,social_support,positive,0.3564
Depression,motivation,negative,-0.9972
Depression,concentration,negative,-0.9972
Depression,social_support,negative,-0.9972
Depression,medication,negative,-0.9972
Depression,therapy,negative,-0.9972
Depression,hopelessness,negative,-0.9972
Depression,medication,negative,-0.8556
Depression,therapy,negative,-0.8556
Suicidal,self_harm,positive,0.1506
Suicidal,hopelessness,positive,0.1506
Depression,sleep,negative,-0.9137
Depression,motivation,negative,-0.9137
Depression,social_support,negative,-0.9137
Depression,hopelessness,negative,-0.9137
Depression,sleep,positive,0.2076
Depression,social_support,positive,0.2076
Depression,hopelessness,positive,0.6124
Depression,sleep,negative,-0.987
Depression,social_support,negative,-0.987
Depression,self_harm,negative,-0.987
Depression,hopelessness,negative,-0.987
Depression,social_support,negative,-0.9916
Depression,therapy,negative,-0.9916
Depression,hopelessness,negative,-0.9916
Suicidal,social_support,positive,0.8226
Suicidal,therapy,positive,0.8226
Suicidal,hopelessness,positive,0.8226
Suicidal,social_support,negative,-0.9054
Suicidal,hopelessness,negative,-0.9054
Depression,medication,negative,-0.7184
Suicidal,social_support,negative,-0.284
Suicidal,therapy,negative,-0.284
Depression,hopelessness,positive,0.6898
Depression,sleep,negative,-0.9692
Depression,energy,negative,-0.9692
Depression,appetite,negative,-0.9692
Depression,medication,negative,-0.9692
Depression,therapy,negative,-0.9692
Depression,hopelessness,negative,-0.9692
Depression,sleep,positive,0.2272
Depression,social_support,positive,0.2272
Suicidal,social_support,negative,-0.947
Depression,sleep,negative,-0.9096
Depression,social_support,negative,-0.9096
Depression,therapy,negative,-0.9096
Depression,self_harm,negative,-0.9096
Depression,hopelessness,negative,-0.9096
Suicidal,social_support,negative,-0.9843
Suicidal,self_harm,negative,-0.9843
Suicidal,hopelessness,negative,-0.9843
Depression,social_support,negative,-0.9661
Suicidal,therapy,negative,-0.9887
Suicidal,self_harm,negative,-0.9887
Suicidal,hopelessness,negative,-0.9887
Suicidal,social_support,positive,0.9188
Suicidal,hopelessness,positive,0.9188
Depression,social_support,negative,-0.945
Depression,hopelessness,negative,-0.945
Suicidal,sleep,negative,-0.9742
Suicidal,hopelessness,negative,-0.9742
Suicidal,sleep,positive,0.8898
Suicidal,self_harm,positive,0.8898
Suicidal,sleep,negative,-0.9652
Suicidal,social_support,negative,-0.9451
Suicidal,social_support,positive,0.9929
Suicidal,therapy,positive,0.9929
Suicidal,self_harm,positive,0.9929
Suicidal,appetite,negative,-0.9313
Depression,appetite,positive,0.4854
Depression,concentration,positive,0.7736
Depression,social_support,positive,0.7736
Suicidal,self_harm,negative,-0.887
Suicidal,hopelessness,negative,-0.887
Suicidal,self_harm,positive,0.9639
Suicidal,hopelessness,positive,0.9639
Depression,social_support,positive,0.9297
Depression,medication,positive,0.9297
Depression,therapy,positive,0.9297
Depression,self_harm,positive,0.9297
Depression,hopelessness,positive,0.9297
Depression,sleep,negative,-0.8957
Depression,hopelessness,negative,-0.8957
Suicidal,self_harm,negative,-0.9263
Suicidal,hopelessness,negative,-0.9263
Suicidal,social_support,negative,-0.8662
Suicidal,self_harm,negative,-0.8662
Depression,motivation,neutral,0.0
Depression,medication,negative,-0.1965
Depression,therapy,negative,-0.1965
Depression,hopelessness,negative,-0.1965
Suicidal,social_support,negative,-0.967
Suicidal,social_support,positive,0.9861
Suicidal,therapy,positive,0.9861
Suicidal,self_harm,positive,0.9861
Suicidal,social_support,negative,-0.4678
Suicidal,self_harm,negative,-0.9293
Depression,motivation,negative,-0.9341
Depression,appetite,negative,-0.9341
Depression,social_support,negative,-0.9341
Depression,social_support,positive,0.9733
Depression,sleep,positive,0.4382
Depression,concentration,positive,0.4382
Depression,social_support,positive,0.4382
Depression,self_harm,positive,0.6068
Depression,hopelessness,positive,0.6068
Depression,hopelessness,negative,-0.9303
Depression,sleep,positive,0.9976
Depression,appetite,positive,0.9976
Depression,therapy,positive,0.9976
Depression,self_harm,positive,0.9976
Depression,hopelessness,positive,0.9976
Suicidal,social_support,negative,-0.9769
Suicidal,self_harm,negative,-0.9769
Suicidal,hopelessness,negative,-0.9769
Depression,hopelessness,negative,-0.9687
Suicidal,motivation,negative,-0.9892
Suicidal,social_support,negative,-0.9892
Suicidal,therapy,negative,-0.9892
Suicidal,self_harm,negative,-0.9892
Suicidal,hopelessness,negative,-0.9892
Depression,sleep,positive,0.9899
Depression,hopelessness,positive,0.9899
Depression,social_support,positive,0.7689
Depression,hopelessness,positive,0.7689
Depression,sleep,negative,-0.9857
Depression,energy,negative,-0.9857
Depression,medication,negative,-0.9857
Suicidal,self_harm,positive,0.5773
Depression,self_harm,negative,-0.9463
Depression,hopelessness,negative,-0.9463
Depression,therapy,negative,-0.4497
Depression,hopelessness,negative,-0.4497
Suicidal,social_support,negative,-0.9979
Suicidal,self_harm,negative,-0.9979
Suicidal,hopelessness,negative,-0.9979
Suicidal,social_support,negative,-0.9144
Suicidal,self_harm,negative,-0.9144
Depression,social_support,negative,-0.9889
Depression,hopelessness,negative,-0.9889
Depression,therapy,negative,-0.9524
Depression,hopelessness,negative,-0.9524
Depression,concentration,negative,-0.8174
Depression,medication,negative,-0.8174
Depression,self_harm,negative,-0.8174
Suicidal,social_support,negative,-0.71
Suicidal,self_harm,negative,-0.71
Suicidal,hopelessness,negative,-0.71
Suicidal,hopelessness,negative,-0.649
Suicidal,sleep,negative,-0.992
Suicidal,social_support,negative,-0.992
Suicidal,self_harm,negative,-0.992
Depression,social_support,negative,-0.5859
Depression,sleep,negative,-0.9803
Depression,social_support,negative,-0.9803
Depression,self_harm,negative,-0.9803
Suicidal,social_support,negative,-0.8335
